,drug_a_name,drug_b_name,cell_line,synergy,fold
MK-4541_MK-2206_UACC62,MK-4541,MK-2206,UACC62,0.02328772671432377,3
MK-4541_MK-2206_UWB1289BRCA1,MK-4541,MK-2206,UWB1289BRCA1,0.07803383655542973,3
MK-4541_MK-2206_UWB1289,MK-4541,MK-2206,UWB1289,0.07892684888042234,3
MK-4541_MK-2206_VCAP,MK-4541,MK-2206,VCAP,0.08718022462764516,3
MK-4541_MK-2206_ZR751,MK-4541,MK-2206,ZR751,-0.03749251664721304,3
MK-4541_MK-4827_A2058,MK-4541,MK-4827,A2058,-0.01874423635894627,1
MK-4541_MK-4827_A2780,MK-4541,MK-4827,A2780,0.12914762109448977,1
MK-4541_MK-4827_A375,MK-4541,MK-4827,A375,-0.03851291302426385,1
MK-4541_MK-4827_A427,MK-4541,MK-4827,A427,-0.00898725775804187,1
MK-4541_MK-4827_CAOV3,MK-4541,MK-4827,CAOV3,0.045418914740833816,1
MK-4541_MK-4827_COLO320DM,MK-4541,MK-4827,COLO320DM,0.04743106716301876,1
MK-4541_MK-4827_DLD1,MK-4541,MK-4827,DLD1,-0.004428151330364637,1
MK-4541_MK-4827_EFM192B,MK-4541,MK-4827,EFM192B,0.004701808130457917,1
MK-4541_MK-4827_ES2,MK-4541,MK-4827,ES2,-0.00956868474806535,1
MK-4541_MK-4827_HCT116,MK-4541,MK-4827,HCT116,-0.011015197083759202,1
MK-4541_MK-4827_HT144,MK-4541,MK-4827,HT144,-0.03004567041978754,1
MK-4541_MK-4827_HT29,MK-4541,MK-4827,HT29,0.0668212678863217,1
MK-4541_MK-4827_KPL1,MK-4541,MK-4827,KPL1,0.050091421106391296,1
MK-4541_MK-4827_LNCAP,MK-4541,MK-4827,LNCAP,-0.04691235445331572,1
MK-4541_MK-4827_LOVO,MK-4541,MK-4827,LOVO,-0.03410986067764959,1
MK-4541_MK-4827_MDAMB436,MK-4541,MK-4827,MDAMB436,0.032049771991372204,1
MK-4541_MK-4827_MSTO,MK-4541,MK-4827,MSTO,0.052987671185540486,1
MK-4541_MK-4827_NCIH1650,MK-4541,MK-4827,NCIH1650,-0.01026468723919867,1
MK-4541_MK-4827_NCIH2122,MK-4541,MK-4827,NCIH2122,0.03757574548724869,1
MK-4541_MK-4827_NCIH23,MK-4541,MK-4827,NCIH23,-0.0011065670993891316,1
MK-4541_MK-4827_NCIH460,MK-4541,MK-4827,NCIH460,-0.0341217294866533,1
MK-4541_MK-4827_NCIH520,MK-4541,MK-4827,NCIH520,-0.00479629916953616,1
MK-4541_MK-4827_OCUBM,MK-4541,MK-4827,OCUBM,0.08695152335060644,1
MK-4541_MK-4827_OV90,MK-4541,MK-4827,OV90,-0.01913711722307814,1
MK-4541_MK-4827_OVCAR3,MK-4541,MK-4827,OVCAR3,0.13728605627088963,1
MK-4541_MK-4827_PA1,MK-4541,MK-4827,PA1,0.029617519441357813,1
MK-4541_MK-4827_RKO,MK-4541,MK-4827,RKO,0.002996813242769375,1
MK-4541_MK-4827_RPMI7951,MK-4541,MK-4827,RPMI7951,0.03465760754672999,1
MK-4541_MK-4827_SKMEL30,MK-4541,MK-4827,SKMEL30,0.05674364345939746,1
MK-4541_MK-4827_SKMES1,MK-4541,MK-4827,SKMES1,-0.030997959180445574,1
MK-4541_MK-4827_SKOV3,MK-4541,MK-4827,SKOV3,0.06557768794339949,1
MK-4541_MK-4827_SW620,MK-4541,MK-4827,SW620,0.004253083854408729,1
MK-4541_MK-4827_SW837,MK-4541,MK-4827,SW837,-0.014151820258752383,1
MK-4541_MK-4827_T47D,MK-4541,MK-4827,T47D,0.16363361340697052,1
MK-4541_MK-4827_UACC62,MK-4541,MK-4827,UACC62,-0.022300267253441086,1
MK-4541_MK-4827_UWB1289BRCA1,MK-4541,MK-4827,UWB1289BRCA1,0.033098326418857724,1
MK-4541_MK-4827_UWB1289,MK-4541,MK-4827,UWB1289,0.022479131287687082,1
MK-4541_MK-4827_VCAP,MK-4541,MK-4827,VCAP,0.17179239197990262,1
MK-4541_MK-4827_ZR751,MK-4541,MK-4827,ZR751,-0.0674693607550842,1
MK-4541_MK-5108_A2058,MK-4541,MK-5108,A2058,0.027031400723342463,1
MK-4541_MK-5108_A2780,MK-4541,MK-5108,A2780,0.0619452486165155,1
MK-4541_MK-5108_A375,MK-4541,MK-5108,A375,0.0703815565054359,1
MK-4541_MK-5108_A427,MK-4541,MK-5108,A427,0.007982772208287532,1
MK-4541_MK-5108_CAOV3,MK-4541,MK-5108,CAOV3,0.007294096408900903,1
MK-4541_MK-5108_COLO320DM,MK-4541,MK-5108,COLO320DM,0.02769465877995283,1
MK-4541_MK-5108_DLD1,MK-4541,MK-5108,DLD1,0.02120828637298807,1
MK-4541_MK-5108_EFM192B,MK-4541,MK-5108,EFM192B,-0.030808355649187342,1
MK-4541_MK-5108_ES2,MK-4541,MK-5108,ES2,0.02280547898714505,1
MK-4541_MK-5108_HCT116,MK-4541,MK-5108,HCT116,0.029097909468443796,1
MK-4541_MK-5108_HT144,MK-4541,MK-5108,HT144,0.019840406839627046,1
MK-4541_MK-5108_HT29,MK-4541,MK-5108,HT29,0.043283713439723,1
MK-4541_MK-5108_KPL1,MK-4541,MK-5108,KPL1,0.03601654621933094,1
MK-4541_MK-5108_LNCAP,MK-4541,MK-5108,LNCAP,-0.12656005056178277,1
MK-4541_MK-5108_LOVO,MK-4541,MK-5108,LOVO,-0.015956153040042026,1
MK-4541_MK-5108_MDAMB436,MK-4541,MK-5108,MDAMB436,0.03325429871271573,1
MK-4541_MK-5108_MSTO,MK-4541,MK-5108,MSTO,0.012047172849095976,1
MK-4541_MK-5108_NCIH1650,MK-4541,MK-5108,NCIH1650,-0.0056117787525217025,1
MK-4541_MK-5108_NCIH2122,MK-4541,MK-5108,NCIH2122,0.02177953640685325,1
MK-4541_MK-5108_NCIH23,MK-4541,MK-5108,NCIH23,-0.0038123547771744745,1
MK-4541_MK-5108_NCIH460,MK-4541,MK-5108,NCIH460,-0.05443929117994001,1
MK-4541_MK-5108_NCIH520,MK-4541,MK-5108,NCIH520,0.0204516523385498,1
MK-4541_MK-5108_OCUBM,MK-4541,MK-5108,OCUBM,0.1139788857370761,1
MK-4541_MK-5108_OV90,MK-4541,MK-5108,OV90,-0.029579590989385222,1
MK-4541_MK-5108_OVCAR3,MK-4541,MK-5108,OVCAR3,0.029242037923553968,1
MK-4541_MK-5108_PA1,MK-4541,MK-5108,PA1,0.017111305634038378,1
MK-4541_MK-5108_RKO,MK-4541,MK-5108,RKO,0.12888658193429856,1
MK-4541_MK-5108_RPMI7951,MK-4541,MK-5108,RPMI7951,0.0285345167851602,1
MK-4541_MK-5108_SKMEL30,MK-4541,MK-5108,SKMEL30,0.1389239966183064,1
MK-4541_MK-5108_SKMES1,MK-4541,MK-5108,SKMES1,-0.04341688371395876,1
MK-4541_MK-5108_SKOV3,MK-4541,MK-5108,SKOV3,0.07436583972372587,1
MK-4541_MK-5108_SW620,MK-4541,MK-5108,SW620,0.01626062394306106,1
MK-4541_MK-5108_SW837,MK-4541,MK-5108,SW837,-0.004879260797038723,1
MK-4541_MK-5108_T47D,MK-4541,MK-5108,T47D,0.13905333118101157,1
MK-4541_MK-5108_UACC62,MK-4541,MK-5108,UACC62,0.05174349292946744,1
MK-4541_MK-5108_UWB1289BRCA1,MK-4541,MK-5108,UWB1289BRCA1,0.005532976336787572,1
MK-4541_MK-5108_UWB1289,MK-4541,MK-5108,UWB1289,-0.03707531904473044,1
MK-4541_MK-5108_VCAP,MK-4541,MK-5108,VCAP,0.012224325082187437,1
MK-4541_MK-5108_ZR751,MK-4541,MK-5108,ZR751,-0.1808480401515457,1
MK-4541_MK-8669_A2058,MK-4541,MK-8669,A2058,0.01715081072062121,3
MK-4541_MK-8669_A2780,MK-4541,MK-8669,A2780,0.17058905977943742,3
MK-4541_MK-8669_A375,MK-4541,MK-8669,A375,0.02282505417230523,3
MK-4541_MK-8669_A427,MK-4541,MK-8669,A427,0.058733729497259746,3
MK-4541_MK-8669_CAOV3,MK-4541,MK-8669,CAOV3,0.07298730855467682,3
MK-4541_MK-8669_COLO320DM,MK-4541,MK-8669,COLO320DM,0.018394357571985674,3
MK-4541_MK-8669_DLD1,MK-4541,MK-8669,DLD1,0.01631092467238158,3
MK-4541_MK-8669_EFM192B,MK-4541,MK-8669,EFM192B,-0.07342046514118945,3
MK-4541_MK-8669_ES2,MK-4541,MK-8669,ES2,-0.008425339179700612,3
MK-4541_MK-8669_HCT116,MK-4541,MK-8669,HCT116,0.001464362662879623,3
MK-4541_MK-8669_HT144,MK-4541,MK-8669,HT144,-0.043197762949010315,3
MK-4541_MK-8669_HT29,MK-4541,MK-8669,HT29,0.002874950888387205,3
MK-4541_MK-8669_KPL1,MK-4541,MK-8669,KPL1,0.13789272767605343,3
MK-4541_MK-8669_LNCAP,MK-4541,MK-8669,LNCAP,0.022856257272534236,3
MK-4541_MK-8669_LOVO,MK-4541,MK-8669,LOVO,-0.05323248172658478,3
MK-4541_MK-8669_MDAMB436,MK-4541,MK-8669,MDAMB436,-0.024007805739817395,3
MK-4541_MK-8669_MSTO,MK-4541,MK-8669,MSTO,0.06695765016965272,3
MK-4541_MK-8669_NCIH1650,MK-4541,MK-8669,NCIH1650,-0.02834734014287236,3
MK-4541_MK-8669_NCIH2122,MK-4541,MK-8669,NCIH2122,-0.012885484219001687,3
MK-4541_MK-8669_NCIH23,MK-4541,MK-8669,NCIH23,0.007202506319996499,3
MK-4541_MK-8669_NCIH460,MK-4541,MK-8669,NCIH460,-0.03684951695989155,3
MK-4541_MK-8669_NCIH520,MK-4541,MK-8669,NCIH520,-0.004659931229822417,3
MK-4541_MK-8669_OCUBM,MK-4541,MK-8669,OCUBM,0.10121055011173763,3
MK-4541_MK-8669_OV90,MK-4541,MK-8669,OV90,-0.01687285941090645,3
MK-4541_MK-8669_OVCAR3,MK-4541,MK-8669,OVCAR3,0.049743926244556445,3
MK-4541_MK-8669_PA1,MK-4541,MK-8669,PA1,0.009703331486210644,3
MK-4541_MK-8669_RKO,MK-4541,MK-8669,RKO,0.03945476695279179,3
MK-4541_MK-8669_RPMI7951,MK-4541,MK-8669,RPMI7951,0.022755537304741467,3
MK-4541_MK-8669_SKMEL30,MK-4541,MK-8669,SKMEL30,0.0989875215215672,3
MK-4541_MK-8669_SKMES1,MK-4541,MK-8669,SKMES1,-0.005721765622489182,3
MK-4541_MK-8669_SKOV3,MK-4541,MK-8669,SKOV3,0.11599156562115132,3
MK-4541_MK-8669_SW620,MK-4541,MK-8669,SW620,-0.009522458569468761,3
MK-4541_MK-8669_SW837,MK-4541,MK-8669,SW837,-0.03615044758220294,3
MK-4541_MK-8669_T47D,MK-4541,MK-8669,T47D,0.14593921416920022,3
MK-4541_MK-8669_UACC62,MK-4541,MK-8669,UACC62,0.018248168797194778,3
MK-4541_MK-8669_UWB1289BRCA1,MK-4541,MK-8669,UWB1289BRCA1,0.009040543059425643,3
MK-4541_MK-8669_UWB1289,MK-4541,MK-8669,UWB1289,-0.024597216468062483,3
MK-4541_MK-8669_VCAP,MK-4541,MK-8669,VCAP,-0.04577439663496833,3
MK-4541_MK-8669_ZR751,MK-4541,MK-8669,ZR751,-0.06524502679689462,3
MK-4541_MK-8776_A2058,MK-4541,MK-8776,A2058,0.023319235966068295,4
MK-4541_MK-8776_A2780,MK-4541,MK-8776,A2780,0.08095962620984988,4
MK-4541_MK-8776_A375,MK-4541,MK-8776,A375,0.01647422278423903,4
MK-4541_MK-8776_A427,MK-4541,MK-8776,A427,-0.03391313114363696,4
MK-4541_MK-8776_CAOV3,MK-4541,MK-8776,CAOV3,-0.008153053866218042,4
MK-4541_MK-8776_COLO320DM,MK-4541,MK-8776,COLO320DM,0.035575200955587506,4
MK-4541_MK-8776_DLD1,MK-4541,MK-8776,DLD1,0.004984288169935958,4
MK-4541_MK-8776_EFM192B,MK-4541,MK-8776,EFM192B,0.006466999128897054,4
MK-4541_MK-8776_ES2,MK-4541,MK-8776,ES2,0.017302060864646703,4
MK-4541_MK-8776_HCT116,MK-4541,MK-8776,HCT116,-0.03267250278897198,4
MK-4541_MK-8776_HT144,MK-4541,MK-8776,HT144,-0.01006195239375271,4
MK-4541_MK-8776_HT29,MK-4541,MK-8776,HT29,0.024512667924733764,4
MK-4541_MK-8776_KPL1,MK-4541,MK-8776,KPL1,0.03214364445753877,4
MK-4541_MK-8776_LNCAP,MK-4541,MK-8776,LNCAP,-0.011793523771304767,4
MK-4541_MK-8776_LOVO,MK-4541,MK-8776,LOVO,-0.045948614862479684,4
MK-4541_MK-8776_MDAMB436,MK-4541,MK-8776,MDAMB436,0.019922467844981313,4
MK-4541_MK-8776_MSTO,MK-4541,MK-8776,MSTO,0.02314607342195002,4
MK-4541_MK-8776_NCIH1650,MK-4541,MK-8776,NCIH1650,-0.08708998956217957,4
MK-4541_MK-8776_NCIH2122,MK-4541,MK-8776,NCIH2122,-0.03713085531845316,4
MK-4541_MK-8776_NCIH23,MK-4541,MK-8776,NCIH23,0.006521921704038126,4
MK-4541_MK-8776_NCIH460,MK-4541,MK-8776,NCIH460,-0.017859477752982043,4
MK-4541_MK-8776_NCIH520,MK-4541,MK-8776,NCIH520,-0.027490501201203145,4
MK-4541_MK-8776_OCUBM,MK-4541,MK-8776,OCUBM,0.09898134714812365,4
MK-4541_MK-8776_OV90,MK-4541,MK-8776,OV90,0.007938491061281583,4
MK-4541_MK-8776_OVCAR3,MK-4541,MK-8776,OVCAR3,0.040545714942783376,4
MK-4541_MK-8776_PA1,MK-4541,MK-8776,PA1,0.04897669787666954,4
MK-4541_MK-8776_RKO,MK-4541,MK-8776,RKO,0.01732885025733096,4
MK-4541_MK-8776_RPMI7951,MK-4541,MK-8776,RPMI7951,0.03469219852474546,4
MK-4541_MK-8776_SKMEL30,MK-4541,MK-8776,SKMEL30,0.02372412935047763,4
MK-4541_MK-8776_SKMES1,MK-4541,MK-8776,SKMES1,-0.02087059555200032,4
MK-4541_MK-8776_SKOV3,MK-4541,MK-8776,SKOV3,0.06673170612641297,4
MK-4541_MK-8776_SW620,MK-4541,MK-8776,SW620,0.012928391286042444,4
MK-4541_MK-8776_SW837,MK-4541,MK-8776,SW837,-0.06278075399786101,4
MK-4541_MK-8776_T47D,MK-4541,MK-8776,T47D,0.1989223572301092,4
MK-4541_MK-8776_UACC62,MK-4541,MK-8776,UACC62,0.06874665141004434,4
MK-4541_MK-8776_UWB1289BRCA1,MK-4541,MK-8776,UWB1289BRCA1,-0.026919938152987974,4
MK-4541_MK-8776_UWB1289,MK-4541,MK-8776,UWB1289,-0.042341094498136764,4
MK-4541_MK-8776_VCAP,MK-4541,MK-8776,VCAP,0.10876926921215727,4
MK-4541_MK-8776_ZR751,MK-4541,MK-8776,ZR751,-0.1664880607882399,4
MK-4541_MRK-003_A2058,MK-4541,MRK-003,A2058,0.07704069241656607,2
MK-4541_MRK-003_A2780,MK-4541,MRK-003,A2780,0.10283372916518296,2
MK-4541_MRK-003_A375,MK-4541,MRK-003,A375,0.05643965590851948,2
MK-4541_MRK-003_A427,MK-4541,MRK-003,A427,0.07085181825797451,2
MK-4541_MRK-003_CAOV3,MK-4541,MRK-003,CAOV3,0.12246868105212262,2
MK-4541_MRK-003_COLO320DM,MK-4541,MRK-003,COLO320DM,0.005408013513862241,2
MK-4541_MRK-003_DLD1,MK-4541,MRK-003,DLD1,0.026615407197383596,2
MK-4541_MRK-003_EFM192B,MK-4541,MRK-003,EFM192B,-0.01571999040311005,2
MK-4541_MRK-003_ES2,MK-4541,MRK-003,ES2,-0.026914145972276267,2
MK-4541_MRK-003_HCT116,MK-4541,MRK-003,HCT116,0.025486082831069345,2
MK-4541_MRK-003_HT144,MK-4541,MRK-003,HT144,-0.04507204567232123,2
MK-4541_MRK-003_HT29,MK-4541,MRK-003,HT29,0.10322372292983054,2
MK-4541_MRK-003_KPL1,MK-4541,MRK-003,KPL1,-0.009377717094782894,2
MK-4541_MRK-003_LNCAP,MK-4541,MRK-003,LNCAP,-0.045745843958564486,2
MK-4541_MRK-003_LOVO,MK-4541,MRK-003,LOVO,-0.051724765083665566,2
MK-4541_MRK-003_MDAMB436,MK-4541,MRK-003,MDAMB436,0.02568150961280099,2
MK-4541_MRK-003_MSTO,MK-4541,MRK-003,MSTO,-0.08665436572478083,2
MK-4541_MRK-003_NCIH1650,MK-4541,MRK-003,NCIH1650,0.029902271831726487,2
MK-4541_MRK-003_NCIH2122,MK-4541,MRK-003,NCIH2122,-0.03652541844207419,2
MK-4541_MRK-003_NCIH23,MK-4541,MRK-003,NCIH23,0.06638199719737259,2
MK-4541_MRK-003_NCIH460,MK-4541,MRK-003,NCIH460,-0.011897546559177928,2
MK-4541_MRK-003_NCIH520,MK-4541,MRK-003,NCIH520,0.015163832134125789,2
MK-4541_MRK-003_OCUBM,MK-4541,MRK-003,OCUBM,0.05992936235886183,2
MK-4541_MRK-003_OV90,MK-4541,MRK-003,OV90,-0.030561826124619072,2
MK-4541_MRK-003_OVCAR3,MK-4541,MRK-003,OVCAR3,0.12623674913065672,2
MK-4541_MRK-003_PA1,MK-4541,MRK-003,PA1,0.0924154482799594,2
MK-4541_MRK-003_RKO,MK-4541,MRK-003,RKO,0.038196286717514585,2
MK-4541_MRK-003_RPMI7951,MK-4541,MRK-003,RPMI7951,0.04498420277906425,2
MK-4541_MRK-003_SKMEL30,MK-4541,MRK-003,SKMEL30,0.1297765513097554,2
MK-4541_MRK-003_SKMES1,MK-4541,MRK-003,SKMES1,0.017481023674158908,2
MK-4541_MRK-003_SKOV3,MK-4541,MRK-003,SKOV3,0.13350885653321598,2
MK-4541_MRK-003_SW620,MK-4541,MRK-003,SW620,0.006603551389009539,2
MK-4541_MRK-003_SW837,MK-4541,MRK-003,SW837,-0.014330181353450003,2
MK-4541_MRK-003_T47D,MK-4541,MRK-003,T47D,0.13645346235963696,2
MK-4541_MRK-003_UACC62,MK-4541,MRK-003,UACC62,0.02427480551813447,2
MK-4541_MRK-003_UWB1289BRCA1,MK-4541,MRK-003,UWB1289BRCA1,0.004526088295308567,2
MK-4541_MRK-003_UWB1289,MK-4541,MRK-003,UWB1289,0.0364553470427439,2
MK-4541_MRK-003_VCAP,MK-4541,MRK-003,VCAP,0.04002739965610593,2
MK-4541_MRK-003_ZR751,MK-4541,MRK-003,ZR751,-0.13702634915494438,2
MK-4541_OXALIPLATIN_A2058,MK-4541,OXALIPLATIN,A2058,0.001217917543127188,2
MK-4541_OXALIPLATIN_A2780,MK-4541,OXALIPLATIN,A2780,0.14344312350768765,2
MK-4541_OXALIPLATIN_A375,MK-4541,OXALIPLATIN,A375,-0.0664864247733192,2
MK-4541_OXALIPLATIN_A427,MK-4541,OXALIPLATIN,A427,-0.009679192547175641,2
MK-4541_OXALIPLATIN_CAOV3,MK-4541,OXALIPLATIN,CAOV3,0.043752092961580086,2
MK-4541_OXALIPLATIN_COLO320DM,MK-4541,OXALIPLATIN,COLO320DM,0.05313395064698846,2
MK-4541_OXALIPLATIN_DLD1,MK-4541,OXALIPLATIN,DLD1,-0.026789902793975855,2
MK-4541_OXALIPLATIN_EFM192B,MK-4541,OXALIPLATIN,EFM192B,-0.009206859337607941,2
MK-4541_OXALIPLATIN_ES2,MK-4541,OXALIPLATIN,ES2,-0.047456366510372175,2
MK-4541_OXALIPLATIN_HCT116,MK-4541,OXALIPLATIN,HCT116,0.02959179109017017,2
MK-4541_OXALIPLATIN_HT144,MK-4541,OXALIPLATIN,HT144,-0.0792977111722737,2
MK-4541_OXALIPLATIN_HT29,MK-4541,OXALIPLATIN,HT29,0.0013906092126703094,2
MK-4541_OXALIPLATIN_KPL1,MK-4541,OXALIPLATIN,KPL1,0.10707446532294432,2
MK-4541_OXALIPLATIN_LNCAP,MK-4541,OXALIPLATIN,LNCAP,0.04691071203162178,2
MK-4541_OXALIPLATIN_LOVO,MK-4541,OXALIPLATIN,LOVO,-0.0967514566065828,2
MK-4541_OXALIPLATIN_MDAMB436,MK-4541,OXALIPLATIN,MDAMB436,-0.06874657371814764,2
MK-4541_OXALIPLATIN_MSTO,MK-4541,OXALIPLATIN,MSTO,0.1002693305268334,2
MK-4541_OXALIPLATIN_NCIH1650,MK-4541,OXALIPLATIN,NCIH1650,-0.01386811787588256,2
MK-4541_OXALIPLATIN_NCIH2122,MK-4541,OXALIPLATIN,NCIH2122,0.0032612237680973606,2
MK-4541_OXALIPLATIN_NCIH23,MK-4541,OXALIPLATIN,NCIH23,-0.005636285558597791,2
MK-4541_OXALIPLATIN_NCIH460,MK-4541,OXALIPLATIN,NCIH460,-0.08973092175913877,2
MK-4541_OXALIPLATIN_NCIH520,MK-4541,OXALIPLATIN,NCIH520,-0.005509670361153955,2
MK-4541_OXALIPLATIN_OCUBM,MK-4541,OXALIPLATIN,OCUBM,0.1015392069614242,2
MK-4541_OXALIPLATIN_OV90,MK-4541,OXALIPLATIN,OV90,-0.09704278824283055,2
MK-4541_OXALIPLATIN_OVCAR3,MK-4541,OXALIPLATIN,OVCAR3,0.03873293465933992,2
MK-4541_OXALIPLATIN_PA1,MK-4541,OXALIPLATIN,PA1,-0.0623627589192455,2
MK-4541_OXALIPLATIN_RKO,MK-4541,OXALIPLATIN,RKO,-0.020694602686005252,2
MK-4541_OXALIPLATIN_RPMI7951,MK-4541,OXALIPLATIN,RPMI7951,-0.05475791813796732,2
MK-4541_OXALIPLATIN_SKMEL30,MK-4541,OXALIPLATIN,SKMEL30,0.02626233943584509,2
MK-4541_OXALIPLATIN_SKMES1,MK-4541,OXALIPLATIN,SKMES1,-0.03574870695120968,2
MK-4541_OXALIPLATIN_SKOV3,MK-4541,OXALIPLATIN,SKOV3,0.048098979546176396,2
MK-4541_OXALIPLATIN_SW620,MK-4541,OXALIPLATIN,SW620,0.0059202203937399785,2
MK-4541_OXALIPLATIN_SW837,MK-4541,OXALIPLATIN,SW837,-0.002903259450057944,2
MK-4541_OXALIPLATIN_T47D,MK-4541,OXALIPLATIN,T47D,0.024571904003772495,2
MK-4541_OXALIPLATIN_UACC62,MK-4541,OXALIPLATIN,UACC62,-0.07482203612100034,2
MK-4541_OXALIPLATIN_UWB1289BRCA1,MK-4541,OXALIPLATIN,UWB1289BRCA1,-0.008367849129674473,2
MK-4541_OXALIPLATIN_UWB1289,MK-4541,OXALIPLATIN,UWB1289,0.004422118887892592,2
MK-4541_OXALIPLATIN_VCAP,MK-4541,OXALIPLATIN,VCAP,0.07393624462766213,2
MK-4541_OXALIPLATIN_ZR751,MK-4541,OXALIPLATIN,ZR751,-0.11487043902908062,2
MK-4541_PACLITAXEL_A2058,MK-4541,PACLITAXEL,A2058,0.009610313397924652,3
MK-4541_PACLITAXEL_A2780,MK-4541,PACLITAXEL,A2780,0.06082388435103724,3
MK-4541_PACLITAXEL_A375,MK-4541,PACLITAXEL,A375,0.059198282013912654,3
MK-4541_PACLITAXEL_A427,MK-4541,PACLITAXEL,A427,0.010210914474298146,3
MK-4541_PACLITAXEL_CAOV3,MK-4541,PACLITAXEL,CAOV3,0.018937352461155882,3
MK-4541_PACLITAXEL_COLO320DM,MK-4541,PACLITAXEL,COLO320DM,0.06525390342210646,3
MK-4541_PACLITAXEL_DLD1,MK-4541,PACLITAXEL,DLD1,0.03846504189908909,3
MK-4541_PACLITAXEL_EFM192B,MK-4541,PACLITAXEL,EFM192B,0.016004322578174284,3
MK-4541_PACLITAXEL_ES2,MK-4541,PACLITAXEL,ES2,0.10327368182815863,3
MK-4541_PACLITAXEL_HCT116,MK-4541,PACLITAXEL,HCT116,-0.0012667490386536577,3
MK-4541_PACLITAXEL_HT144,MK-4541,PACLITAXEL,HT144,0.043394563975680214,3
MK-4541_PACLITAXEL_HT29,MK-4541,PACLITAXEL,HT29,0.03299701655353687,3
MK-4541_PACLITAXEL_KPL1,MK-4541,PACLITAXEL,KPL1,0.039703825127082974,3
MK-4541_PACLITAXEL_LNCAP,MK-4541,PACLITAXEL,LNCAP,-0.0650655542907639,3
MK-4541_PACLITAXEL_LOVO,MK-4541,PACLITAXEL,LOVO,0.0010590434661016425,3
MK-4541_PACLITAXEL_MDAMB436,MK-4541,PACLITAXEL,MDAMB436,0.024333300447152394,3
MK-4541_PACLITAXEL_MSTO,MK-4541,PACLITAXEL,MSTO,0.046643227955132635,3
MK-4541_PACLITAXEL_NCIH1650,MK-4541,PACLITAXEL,NCIH1650,0.0021084695759408835,3
MK-4541_PACLITAXEL_NCIH2122,MK-4541,PACLITAXEL,NCIH2122,-0.01788036412165515,3
MK-4541_PACLITAXEL_NCIH23,MK-4541,PACLITAXEL,NCIH23,0.01931057554446687,3
MK-4541_PACLITAXEL_NCIH460,MK-4541,PACLITAXEL,NCIH460,0.03958546002396233,3
MK-4541_PACLITAXEL_NCIH520,MK-4541,PACLITAXEL,NCIH520,0.006207270534667145,3
MK-4541_PACLITAXEL_OCUBM,MK-4541,PACLITAXEL,OCUBM,0.05952730854721815,3
MK-4541_PACLITAXEL_OV90,MK-4541,PACLITAXEL,OV90,-0.016758855375641056,3
MK-4541_PACLITAXEL_OVCAR3,MK-4541,PACLITAXEL,OVCAR3,0.03811731968444773,3
MK-4541_PACLITAXEL_PA1,MK-4541,PACLITAXEL,PA1,0.03217829189326435,3
MK-4541_PACLITAXEL_RKO,MK-4541,PACLITAXEL,RKO,0.050949955891556944,3
MK-4541_PACLITAXEL_RPMI7951,MK-4541,PACLITAXEL,RPMI7951,0.027000533842276055,3
MK-4541_PACLITAXEL_SKMEL30,MK-4541,PACLITAXEL,SKMEL30,0.04857764728670191,3
MK-4541_PACLITAXEL_SKMES1,MK-4541,PACLITAXEL,SKMES1,0.028088490850509427,3
MK-4541_PACLITAXEL_SKOV3,MK-4541,PACLITAXEL,SKOV3,0.06391338960463197,3
MK-4541_PACLITAXEL_SW620,MK-4541,PACLITAXEL,SW620,0.022802916936554864,3
MK-4541_PACLITAXEL_SW837,MK-4541,PACLITAXEL,SW837,-0.018631172872058465,3
MK-4541_PACLITAXEL_T47D,MK-4541,PACLITAXEL,T47D,0.09992098605285293,3
MK-4541_PACLITAXEL_UACC62,MK-4541,PACLITAXEL,UACC62,0.010337340576608116,3
MK-4541_PACLITAXEL_UWB1289BRCA1,MK-4541,PACLITAXEL,UWB1289BRCA1,0.019976054947178523,3
MK-4541_PACLITAXEL_UWB1289,MK-4541,PACLITAXEL,UWB1289,-0.008528812345741573,3
MK-4541_PACLITAXEL_VCAP,MK-4541,PACLITAXEL,VCAP,0.07321390466200263,3
MK-4541_PACLITAXEL_ZR751,MK-4541,PACLITAXEL,ZR751,-0.1875148899027428,3
MK-4541_PD325901_A2058,MK-4541,PD325901,A2058,0.03541665895731463,0
MK-4541_PD325901_A2780,MK-4541,PD325901,A2780,0.12624637491102286,0
MK-4541_PD325901_A375,MK-4541,PD325901,A375,-0.014616057523741614,0
MK-4541_PD325901_A427,MK-4541,PD325901,A427,0.032697168118356025,0
MK-4541_PD325901_CAOV3,MK-4541,PD325901,CAOV3,0.09580826639389893,0
MK-4541_PD325901_COLO320DM,MK-4541,PD325901,COLO320DM,0.03335535378124425,0
MK-4541_PD325901_DLD1,MK-4541,PD325901,DLD1,0.02297278294201968,0
MK-4541_PD325901_EFM192B,MK-4541,PD325901,EFM192B,-0.012970310466048525,0
MK-4541_PD325901_ES2,MK-4541,PD325901,ES2,0.020723144318232446,0
MK-4541_PD325901_HCT116,MK-4541,PD325901,HCT116,-0.028521326063873982,0
MK-4541_PD325901_HT144,MK-4541,PD325901,HT144,-0.015376636742334939,0
MK-4541_PD325901_HT29,MK-4541,PD325901,HT29,0.0009321027902919714,0
MK-4541_PD325901_KPL1,MK-4541,PD325901,KPL1,0.10373386975498018,0
